text,airline_sentiment,label
thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group,positive,2
Thanks for the quick reply! Just wanted to make sure it wasnt just my account,positive,2
stranded in Miami because your automated system keeps hanging up on me for two days. Help !,negative,0
awesome. I flew yall Sat morning. Any way we can correct my bill ?,positive,2
So appreciated!,positive,2
Im just praying you get me home alive,negative,0
wheres my selfie?,positive,2
Will do. Thanks!,positive,2
thank you. Great customer service so far. Accidents happen I understand. Hopefully everything works out.,positive,2
superyan I did hear a last call for boarding of this flight when I was at JFK a few hours ago. good luck wflights!,neutral,1
"US 728 then lost ground power three different times. Not only grounded endlessly now without air, lights, entertainment.",negative,0
is the 247 phone line open? On hold for over 2 hours now. Your checkin agents cannot help at the airport itself. Please help.,negative,0
thats 16 extra hours of travel time. Missed vacation time and now you guys are messing with my professional life.,negative,0
Missed KTM flight due to ur Cancelled Flightlation. Mike supervisor disgusting. Now day Late Flight. No apology or upgrade offer to LHR from ORD???,negative,0
thank you! you guys!,positive,2
Airways Reveals Bluemanity Livery TravelPulse,positive,2
"agree! Richard P. Literally ripped up our tixs in our faces and made rude, inappropriate comments to us and our family. Awful!",neutral,1
Im frustrated by all of the attitude toward #ExecPlat members. #thenewamerican,negative,0
#nothelpful MT Our call volume is extremely high today. Our apologies. Please continue contacting Reservations for assistance.,negative,0
of course weather was a joke 43 beats 5 degrees in PHL!,neutral,1
flying Southwest for the first time to LGA with a layover in Atlanta!,neutral,1
a big thanks to MN and KN or patiently clarifying the United domestic world to me.,positive,2
followdm please,neutral,1
"figure it out, have had 2 Cancelled Flightled flights in the past week. Now coming home 2 hour delay, and cart that pulls plane just broke",negative,0
"I have someone driving me, its best to get a wheelchair once I get inside?",neutral,1
my flight was #3729...but I left my phone on the plane or the shuttle,neutral,1
been good 15yr friendly skies relationship. 2day agent told me Im only Canadian and thus not good enough for military preboard,negative,0
DMing you now! Big thanks.,positive,2
now we are delayed until 102! This is ridiculous,negative,0
caterobbie if that link worked most of us could take care of ourselves please contact your tech people to get that working,negative,0
"thanks for the reply, hoping everything is cleared up in Charlotte by Monday",positive,2
"what are the chances of actually flying out of Charleston today?? Cold, rainy weather in the south of all places...",positive,2
I will never fly with you guys again! I am stuck in memphis another day. Called to be credit something anything,negative,0
so you dont have a pilot now for #clt #ord for at least another hour. Why on earth would you board the plane? Makes no sense!,negative,0
". all other ANA ticket holders get to use the lounge, too. But not us. Because United booked us. #grumpykim",negative,0
its in black and white. EU law and all that 600 for a Cancelled Flightled flight. I want my money,negative,0
They finally gave in a let him on. After they threatened to send him back to Vegas on coach. Thnx.,positive,2
my wife is stuck in #Brownsville any chance she can get any flight out? She needs to be at work tomorrow morning.,negative,0
flighted delayed for hours. 10pm arrival to Vegas is now 4am. Did you seriously lose my luggage???,negative,0
"yes, but they still dont know where it is. Ive been told it might be on a flight, but now no one can confirm it.",negative,0
Cancelled Flightled 2 of my flights for maintenance. Customer service desk is empty... Can I get a hotel at least?,negative,0
RobCNYC See information on our boarding process KP. I get group 1amp2. Just no reason on 35.,negative,0
you have the absolute best team and customer service ever. Every time I fly with you Im delighted. Thank you!,positive,2
noooooooooooooooooooooope.,negative,0
"Im not sure how you can help. Your flight experience is terrible, planes are dirty and staff is rude. Start over perhaps?",negative,0
40 minutes to put my TSA number in 40 mins and stop holding people hostage with requiring a dividends miles acct. tsa,negative,0
"Thanks, but that results in missing the conference Im attending. Are there options to book earlier,or if not,receive a refund?",negative,0
understood ... but could I go and put myself on the standby list 5 hours prior to my flight?,negative,0
such a relaxing space for a drink before my flight! at United Global First Lounge,positive,2
all good! Im catching the 1110p flight tonight. Thanks for the response.,positive,2
the whole plane is the same. How old is this plane? The seats leather is coming apart ay the seams.,negative,0
delayed flight six hours. Missed international connection extra night in a hotel and still have to pay for a 15lb surfboardbag,negative,0
just hung up on me again. Another waste of an hour of my time. How am I supposed to book a one way award flight? #badwebsite,negative,0
I did 50 times and no one was helpful Im missing work nd school nd the manager REM from mia told me he didnt want to talk us,negative,0
Anyone there? Did you read my DM?,negative,0
thanks for the rude customer service and 3 hour delay. It really helped me timing wise for my afternoon meetings. Hello Delta !,negative,0
"I got email update but still no ETA. More communicationdetails, apology info on compensation rights would go a long way",negative,0
Complete waste of an entire day. Pathetic.,negative,0
keep me updated. Let me know that the bags make the flight to jburg,neutral,1
Please help... I am in Ethiopia adopting a two year old child. Have an existing confirmation #. Need to add child to reservation.,neutral,1
todays flight to Philadelphia. Its a little disappointing for the unnecessary delays and its not even snowing in FL.,negative,0
"4285. Apparently were told, staff on the ground keep promising to come and they dont.",negative,0
just got mine..now where to go??,positive,2
seriously!!! Flight Cancelled Flighted. Auto rebooked to Tuesday??? Then 3hr 26min on hold for nothing. Renting car. Want refund!!!!,negative,0
its taken care of already. Ive come to expect this level of horrible service from you time and time again,negative,0
so if this game was the one reason I payed for DIRECTV is there something we could work out here?,neutral,1
Finally back on board. Door was closed only to be reopened because we need fuel. You think someone wd have thought of it earlier,negative,0
Bag was finally delivered and intact. Thanks for your assistance.,positive,2
"I have tried and you have failed. Still no wifi ever, last row in the middle and I fly every week. Thanks for nothing.",negative,0
QSVGRU when would the next flight arrive?,neutral,1
despite my bag not making it to Newark good informative email tracking updates help!,positive,2
its not just frustratingit was PAID for! how do we get a refund?,negative,0
Why did you put my luggage on the plane after mine? Then not deliver it to me like you said? Now show the claim as closed online?,negative,0
Id rather have the truth about my flight than be forced to sit here all day. Trying to get home to this.,negative,0
"it is working on a different device, though. Any help is appreciated.",neutral,1
Statement on #Lufthansa Incentive Offer Digital Journal,neutral,1
absolutely disgusting the way you treat your customers. Isnt there anyone actively monitoring your Cust serve? This is unreal!!,negative,0
the only difference being you are both responsible and in a position to do something about them. Learn from Delta,negative,0
flight to Des Moines Cancelled Flightled. Unacceptable to be booked on flight on Tuesday because of work commitments. 2hrs on hold,negative,0
i wish i was flying ... Cancelled Flightled our flights tomorrow and never notified us #FlyUS #Ripoff,negative,0
"the original receipt lists my flight cost as 89ish, and doesnt reflect the use of a voucher",negative,0
